slug,layer,total,ai_in_loop,authority,mutation_by_ai,articulation,score_type,rationale
dcc-mcp-zbrush,H4,6,,,,,depth,"Mutates the selected native subtool (refine/remesh/bake) plus selection, OBJ export and turntable capture through the ZBrush Python SDK; pre-alpha with busy-state recovery and a narrower, less-verified surface."
dcc-ui-qt-actions,H4,4,,,,,depth,"Selector-bound value sets, widget clicks and QAction triggering with event-loop processing and screenshot return for legacy PySide/PyQt hosts; property/parameter-level correction layer, no structural graph operations."
delements-web-stack,H4,4,,,,,depth,"Orchestration and handoff layer coordinating Figma/Webflow/Shopify specialists with persisted templates and structured handoffs; actual host mutations are delegated to each service's MCP workspace, so the record's own write depth is coordination and contract files."
design-mode-extension,H4,6,,,,,depth,"Reversible DOM/style mutations over the live page with per-change inverse records (style/DOM/text, move/insert/delete), undo, replay after reload and an MCP change lifecycle; session-scoped — durable source persistence happens only after external agent applies changes."
design-ruler,H4,2,,,,,depth,"Read-only runtime verification: computed rectangles, CSS JSON, screenshots and ghost overlay measurement; never writes application code or mutates the page or repository."
dosmos,H4,5,,,,,depth,"Realpath-guarded source-file writes through the built-in CodeMirror editor plus rich runtime inspection/selection; the primary agent path reduces to plain-text prompting into an external CLI PTY, so writes are file-level and bounded to existing project files."
drawio-engineering-mcp,H4,6,,,,,depth,"Structured generators materialize editable draw.io XML (RF signal chains with auto-layout/Friis math, PCB stack-ups, EMC setups) and redline screenshots; structural diagram creation on the native draw.io graph."
drawio-live-editor,H4,6,,,,,depth,"Two-way sync relays model-produced XML mutations into the live draw.io canvas via Monaco; structural diagram editing on the document format, though concurrent-edit merge safety is not established."
drawio-mcp,H4,7,,,,,depth,"Official interface: inline MCP App, browser-opening tool server and coding-agent plugins all converge on editable draw.io XML; auto-layout and edge routing modify the graph, plugins write .drawio files and export PNG/SVG/PDF with embedded XML."
figma-console-mcp,H4,9,,,,,depth,"Broad native authoring across Figma, FigJam and Slides via Desktop Bridge plugin plus REST: create/modify frames, nodes, components, variables, FigJam objects and Slides content, with bidirectional DTCG token sync and explicit multi-file execution."
figma-mcp-bridge,H4,7,,,,,depth,"Structural node operations on live open files — geometry/appearance, text, fills/effects/strokes, auto-layout, shapes, grouping/reparenting, deletion with confirmation — while component/instance and variable/style authoring are deliberately out of scope."
figma-mcp-server,H4,9,,,,,depth,"Figma's official hosted contract is bidirectional full authoring: create_new_file, native Design generation, FigJam diagrams, Slides and library creation, plus editor skills executing bounded Plugin API code over frames, components, variables and auto-layout."
figma-mcp-write-server,H4,8,,,,,depth,"24 typed operation families from basic nodes through components, variables, vectors, annotations and export, dispatched via WebSocket to a plugin operation router against the native Figma graph; pre-release with mock/unit test evidence only."
figma-ui-mcp,H4,7,,,,,depth,"Plugin-hosted figma_write runs bounded JavaScript creating/changing native nodes, frames, components and variables with per-file sessionId targeting; read/write separation and token handlers keep results in Figma's graph."
figma2webflow-aw,H4,6,,,,,depth,Multi-agent workflow builds Webflow site structure from Figma under Finsweet conventions in small MCP chunks with structured workspace files and an explicit approval gate before host mutation; durable design-system/page records are persisted in the workspace.
figmalint,H4,6,,,,,depth,"Approved repairs mutate the live native graph: token fixers bind variables, rename layers and update properties through the plugin runtime after audit findings; token-system and layer-structure fixes, user-approved with local session-state restore."
framelink-mcp,H4,2,,,,,depth,"Deliberately narrow: simplified Figma data extraction and validated local image downloads only; no Figma mutation surface at all, no reverse sync."
fusionmcp,H4,6,,,,,depth,"Validated FusionActions (boxes, cylinders, holes, extrudes, fillets, materials) are executed by the local add-in against the native parametric document, mutating the feature tree; vocabulary explicitly bounded, not full Fusion automation."
genai-drawio-creator,H4,6,,,,,depth,Conversational create/modify/enhance on the live diagram: model responses are interpreted as draw.io XML mutations and subsequent prompts revise the same document; MCP edge lets external agents join the workflow.
grok-build,H4,2,,,,,depth,"Renders Mermaid fences in agent responses to terminal/PNG and preserves copy-source; no named project record, version history or mutation of persistent design content."
handle,H4,4,,,,,depth,"Temporary runtime DOM property edits on the live app captured as structured feedback packets through a live MCP session; durable writer is the external coding agent, and the extension itself does not change repository source."
impeccable,H4,6,,,,,depth,"Browser-injected visual changes can be staged, mapped and committed back into repository source via live-commit-manual-edits with explicit discard/recovery; deterministic detectors run without an LLM while the product brief persists."
inspector,H4,6,,,,,depth,"Visual editing surface translates inline text edits and element moves into source changes on the local project with element-to-source mapping; broader intent delegated to connected coding agents, and closed implementation limits independent verification."
instruckt,H4,3,,,,,depth,Persists element-aware annotations and PNG screenshots and exposes MCP tools that enumerate and mark findings resolved; the designed app itself is not mutated — repairs are carried out by the coding agent.
